181D	1.6	X-RAY DIFFRACTION
182D	1.8	X-RAY DIFFRACTION
183D	1.6	X-RAY DIFFRACTION
184D	1.8	X-RAY DIFFRACTION
185D	\N	SOLUTION NMR
186D	\N	SOLUTION NMR
187D	2.25	X-RAY DIFFRACTION
188D	2.2	X-RAY DIFFRACTION
189D	2.1	X-RAY DIFFRACTION
190D	1.8	X-RAY DIFFRACTION
191D	1.4	X-RAY DIFFRACTION
192D	1.92	X-RAY DIFFRACTION
193D	\N	SOLUTION NMR
194D	2.3	X-RAY DIFFRACTION
195D	2.3	X-RAY DIFFRACTION
196D	1.7	X-RAY DIFFRACTION
197D	2.19	X-RAY DIFFRACTION
198D	1.97	X-RAY DIFFRACTION
199D	\N	SOLUTION NMR
1A02	2.7	X-RAY DIFFRACTION
1A0A	2.8	X-RAY DIFFRACTION
1A1F	2.1	X-RAY DIFFRACTION
1A1G	1.9	X-RAY DIFFRACTION
1A1H	1.6	X-RAY DIFFRACTION
1A1I	1.6	X-RAY DIFFRACTION
1A1J	2.0	X-RAY DIFFRACTION
1A1K	1.9	X-RAY DIFFRACTION
1A1L	2.3	X-RAY DIFFRACTION
1A1T	\N	SOLUTION NMR
1A1V	2.2	X-RAY DIFFRACTION
1A2E	1.63	X-RAY DIFFRACTION
1A31	2.1	X-RAY DIFFRACTION
1A34	1.81	X-RAY DIFFRACTION
1A35	2.5	X-RAY DIFFRACTION
1A36	2.8	X-RAY DIFFRACTION
1A3M	\N	SOLUTION NMR
1A3Q	2.1	X-RAY DIFFRACTION
1A4D	\N	SOLUTION NMR
1A4T	\N	SOLUTION NMR
1A51	\N	SOLUTION NMR
1A60	\N	SOLUTION NMR
1A66	\N	SOLUTION NMR
1A6B	\N	SOLUTION NMR
1A6H	\N	SOLUTION NMR
1A6Y	2.3	X-RAY DIFFRACTION
1A73	1.8	X-RAY DIFFRACTION
1A74	2.2	X-RAY DIFFRACTION
1A83	\N	SOLUTION NMR
1A84	\N	SOLUTION NMR
1A8N	\N	SOLUTION NMR
1A8W	\N	SOLUTION NMR
1A9G	\N	SOLUTION NMR
1A9H	\N	SOLUTION NMR
1A9I	\N	SOLUTION NMR
1A9J	\N	SOLUTION NMR
1A9L	\N	SOLUTION NMR
1A9N	2.38	X-RAY DIFFRACTION
1AAY	1.6	X-RAY DIFFRACTION
1AC3	\N	SOLUTION NMR
1AC7	\N	SOLUTION NMR
1AC9	\N	SOLUTION NMR
1AF1	\N	SOLUTION NMR
1AFF	\N	SOLUTION NMR
1AFX	\N	SOLUTION NMR
1AFZ	\N	SOLUTION NMR
1AG3	\N	SOLUTION NMR
1AG5	\N	SOLUTION NMR
1AGH	\N	SOLUTION NMR
1AGK	\N	SOLUTION NMR
1AGL	2.2	X-RAY DIFFRACTION
1AGO	\N	SOLUTION NMR
1AGU	\N	SOLUTION NMR
1AGZ	\N	SOLUTION NMR
1AHD	\N	SOLUTION NMR
1AIO	2.6	X-RAY DIFFRACTION
1AIS	2.1	X-RAY DIFFRACTION
1AJF	\N	SOLUTION NMR
1AJL	\N	SOLUTION NMR
1AJT	\N	SOLUTION NMR
1AJU	\N	SOLUTION NMR
1AKH	2.5	X-RAY DIFFRACTION
1AKX	\N	SOLUTION NMR
1AL5	\N	SOLUTION NMR
1AL9	\N	SOLUTION NMR
1AM0	\N	SOLUTION NMR
1AM9	2.3	X-RAY DIFFRACTION
1AMD	\N	SOLUTION NMR
1AN2	2.9	X-RAY DIFFRACTION
1AN4	2.9	X-RAY DIFFRACTION
1ANA	2.0	X-RAY DIFFRACTION
1ANR	\N	SOLUTION NMR
1AO1	\N	SOLUTION NMR
1AO9	\N	SOLUTION NMR
1AOI	2.8	X-RAY DIFFRACTION
1AP1	\N	SOLUTION NMR
1APL	2.7	X-RAY DIFFRACTION
1AQ3	2.8	X-RAY DIFFRACTION
1AQ4	3.0	X-RAY DIFFRACTION
1AQO	\N	SOLUTION NMR
1ARJ	\N	SOLUTION NMR
1ASY	2.9	X-RAY DIFFRACTION
1ASZ	3.0	X-RAY DIFFRACTION
1AT4	\N	SOLUTION NMR
1ATO	\N	SOLUTION NMR
1ATV	\N	SOLUTION NMR
1ATW	\N	SOLUTION NMR
1AU5	\N	SOLUTION NMR
1AU6	\N	SOLUTION NMR
1AU7	2.3	X-RAY DIFFRACTION
1AUD	\N	SOLUTION NMR
1AUL	\N	SOLUTION NMR
1AV6	2.8	X-RAY DIFFRACTION
1AW4	\N	SOLUTION NMR
1AWC	2.15	X-RAY DIFFRACTION
1AX6	\N	SOLUTION NMR
1AX7	\N	SOLUTION NMR
1AXL	\N	SOLUTION NMR
1AXO	\N	SOLUTION NMR
1AXP	\N	SOLUTION NMR
1AXU	\N	SOLUTION NMR
1AXV	\N	SOLUTION NMR
1AZ0	2.0	X-RAY DIFFRACTION
1AZP	1.6	X-RAY DIFFRACTION
1AZQ	1.94	X-RAY DIFFRACTION
1B01	2.56	X-RAY DIFFRACTION
1B0S	\N	SOLUTION NMR
1B23	2.6	X-RAY DIFFRACTION
1B2M	2.0	X-RAY DIFFRACTION
1B36	\N	SOLUTION NMR
1B3P	\N	SOLUTION NMR
1B3T	2.2	X-RAY DIFFRACTION
1B4Y	\N	SOLUTION NMR
1B5K	\N	SOLUTION NMR
1B60	\N	SOLUTION NMR
1B69	\N	SOLUTION NMR
1B6X	\N	SOLUTION NMR
1B6Y	\N	SOLUTION NMR
1B72	2.35	X-RAY DIFFRACTION
1B7F	2.6	X-RAY DIFFRACTION
1B8I	2.4	X-RAY DIFFRACTION
1B94	1.9	X-RAY DIFFRACTION
1B95	2.05	X-RAY DIFFRACTION
1B96	2.3	X-RAY DIFFRACTION
1B97	1.9	X-RAY DIFFRACTION
1BAE	\N	SOLUTION NMR
1BAU	\N	SOLUTION NMR
1BBX	\N	SOLUTION NMR
1BC7	2.01	X-RAY DIFFRACTION
1BC8	1.93	X-RAY DIFFRACTION
1BCB	\N	SOLUTION NMR
1BCE	\N	SOLUTION NMR
1BD1	1.6	X-RAY DIFFRACTION
1BDH	2.7	X-RAY DIFFRACTION
1BDI	3.0	X-RAY DIFFRACTION
1BDN	2.6	X-RAY DIFFRACTION
1BDT	2.5	X-RAY DIFFRACTION
1BDV	2.8	X-RAY DIFFRACTION
1BDX	6.0	X-RAY DIFFRACTION
1BDZ	\N	SOLUTION NMR
1BE5	\N	SOLUTION NMR
1BF4	1.6	X-RAY DIFFRACTION
1BF5	2.9	X-RAY DIFFRACTION
1BG1	2.25	X-RAY DIFFRACTION
1BGB	2.0	X-RAY DIFFRACTION
1BGZ	\N	SOLUTION NMR
1BHM	2.2	X-RAY DIFFRACTION
1BHR	\N	SOLUTION NMR
1BIV	\N	SOLUTION NMR
1BJ2	\N	SOLUTION NMR
1BJ6	\N	SOLUTION NMR
1BJD	\N	SOLUTION NMR
1BJH	\N	SOLUTION NMR
1BL0	2.3	X-RAY DIFFRACTION
1BMV	3.0	X-RAY DIFFRACTION
1BN0	\N	SOLUTION NMR
1BN9	\N	SOLUTION NMR
1BNA	1.9	X-RAY DIFFRACTION
1BNK	2.7	X-RAY DIFFRACTION
1BNZ	2.0	X-RAY DIFFRACTION
1BP7	3.0	X-RAY DIFFRACTION
1BP8	\N	SOLUTION NMR
1BPS	\N	SOLUTION NMR
1BPX	2.4	X-RAY DIFFRACTION
1BPY	2.2	X-RAY DIFFRACTION
1BPZ	2.6	X-RAY DIFFRACTION
1BQJ	2.2	X-RAY DIFFRACTION
1BR3	3.0	X-RAY DIFFRACTION
1BRN	1.76	X-RAY DIFFRACTION
1BSS	2.15	X-RAY DIFFRACTION
1BSU	2.0	X-RAY DIFFRACTION
1BUA	2.15	X-RAY DIFFRACTION
1BUB	\N	SOLUTION NMR
1BUF	\N	SOLUTION NMR
1BUT	\N	SOLUTION NMR
1BVJ	\N	SOLUTION NMR
1BVO	2.7	X-RAY DIFFRACTION
1BW7	\N	SOLUTION NMR
1BWG	\N	SOLUTION NMR
1BWT	\N	SOLUTION NMR
1BX5	\N	SOLUTION NMR
1BY4	2.1	X-RAY DIFFRACTION
1BYJ	\N	SOLUTION NMR
1BYX	\N	SOLUTION NMR
1BZ2	\N	SOLUTION NMR
1BZ3	\N	SOLUTION NMR
1BZT	\N	SOLUTION NMR
1BZU	\N	SOLUTION NMR
1C04	5.0	X-RAY DIFFRACTION
1C0A	2.4	X-RAY DIFFRACTION
1C0O	\N	SOLUTION NMR
1C0W	3.2	X-RAY DIFFRACTION
1C0Y	\N	SOLUTION NMR
1C11	\N	SOLUTION NMR
1C2Q	\N	SOLUTION NMR
1C2W	7.5	ELECTRON MICROSCOPY
1C2X	7.5	ELECTRON MICROSCOPY
1C32	\N	SOLUTION NMR
1C34	\N	SOLUTION NMR
1C35	\N	SOLUTION NMR
1C38	\N	SOLUTION NMR
1C4L	\N	SOLUTION NMR
1C7U	\N	SOLUTION NMR
1C7Y	3.1	X-RAY DIFFRACTION
1C8C	1.45	X-RAY DIFFRACTION
1C95	\N	SOLUTION NMR
1C9B	2.65	X-RAY DIFFRACTION
1C9S	1.9	X-RAY DIFFRACTION
1C9Z	2.4	X-RAY DIFFRACTION
1CA5	2.2	X-RAY DIFFRACTION
1CA6	2.2	X-RAY DIFFRACTION
1CBV	2.66	X-RAY DIFFRACTION
1CDW	1.9	X-RAY DIFFRACTION
1CEZ	2.4	X-RAY DIFFRACTION
1CF7	2.6	X-RAY DIFFRACTION
1CFL	\N	SOLUTION NMR
1CGC	2.2	X-RAY DIFFRACTION
1CGM	3.4	FIBER DIFFRACTION
1CGP	3.0	X-RAY DIFFRACTION
1CIT	2.7	X-RAY DIFFRACTION
1CJG	\N	SOLUTION NMR
1CKQ	1.85	X-RAY DIFFRACTION
1CKT	2.5	X-RAY DIFFRACTION
1CL8	1.8	X-RAY DIFFRACTION
1CLQ	2.7	X-RAY DIFFRACTION
1CMA	2.8	X-RAY DIFFRACTION
1CN0	2.2	X-RAY DIFFRACTION
1CO0	\N	SOLUTION NMR
1COC	\N	SOLUTION NMR
1CP8	\N	SOLUTION NMR
1CQ5	\N	SOLUTION NMR
1CQL	\N	SOLUTION NMR
1CQO	\N	SOLUTION NMR
1CQT	3.2	X-RAY DIFFRACTION
1CR3	\N	SOLUTION NMR
1CRX	2.4	X-RAY DIFFRACTION
1CS2	\N	SOLUTION NMR
1CS7	3.2	X-RAY DIFFRACTION
1CSL	1.6	X-RAY DIFFRACTION
1CVJ	2.6	X-RAY DIFFRACTION
1CVX	2.27	X-RAY DIFFRACTION
1CVY	2.15	X-RAY DIFFRACTION
1CW0	2.3	X-RAY DIFFRACTION
1CW9	1.55	X-RAY DIFFRACTION
1CWP	3.2	X-RAY DIFFRACTION
1CX3	\N	SOLUTION NMR
1CX5	\N	SOLUTION NMR
1CYQ	1.93	X-RAY DIFFRACTION
1CYZ	\N	SOLUTION NMR
1CZ0	2.1	X-RAY DIFFRACTION
1D02	1.7	X-RAY DIFFRACTION
1D0E	3.0	X-RAY DIFFRACTION
1D0T	\N	SOLUTION NMR
1D0U	\N	SOLUTION NMR
1D10	1.5	X-RAY DIFFRACTION
1D11	1.18	X-RAY DIFFRACTION
1D12	1.7	X-RAY DIFFRACTION
1D13	2.0	X-RAY DIFFRACTION
1D14	1.5	X-RAY DIFFRACTION
1D15	1.5	X-RAY DIFFRACTION
1D16	2.1	X-RAY DIFFRACTION
1D17	2.0	X-RAY DIFFRACTION
1D18	\N	SOLUTION NMR
1D19	\N	SOLUTION NMR
1D1U	2.3	X-RAY DIFFRACTION
1D20	\N	SOLUTION NMR
1D21	1.7	X-RAY DIFFRACTION
1D22	1.8	X-RAY DIFFRACTION
1D23	1.5	X-RAY DIFFRACTION
1D24	1.9	X-RAY DIFFRACTION
1D26	2.12	X-RAY DIFFRACTION
1D27	2.0	X-RAY DIFFRACTION
1D28	2.7	X-RAY DIFFRACTION
1D29	2.5	X-RAY DIFFRACTION
1D2I	1.7	X-RAY DIFFRACTION
1D30	2.4	X-RAY DIFFRACTION
1D31	2.6	X-RAY DIFFRACTION
1D32	1.7	X-RAY DIFFRACTION
1D33	1.5	X-RAY DIFFRACTION
1D35	1.3	X-RAY DIFFRACTION
1D36	1.5	X-RAY DIFFRACTION
1D37	1.8	X-RAY DIFFRACTION
1D38	1.7	X-RAY DIFFRACTION
1D39	1.2	X-RAY DIFFRACTION
1D3R	1.8	X-RAY DIFFRACTION
1D3U	2.4	X-RAY DIFFRACTION
1D3X	\N	SOLUTION NMR
1D40	1.3	X-RAY DIFFRACTION
1D41	1.3	X-RAY DIFFRACTION
1D42	\N	SOLUTION NMR
1D43	2.0	X-RAY DIFFRACTION
1D44	2.0	X-RAY DIFFRACTION
1D45	1.9	X-RAY DIFFRACTION
1D46	2.0	X-RAY DIFFRACTION
1D48	1.0	X-RAY DIFFRACTION
1D49	1.5	X-RAY DIFFRACTION
1D4R	2.0	X-RAY DIFFRACTION
1D53	1.5	X-RAY DIFFRACTION
1D54	1.4	X-RAY DIFFRACTION
1D56	1.7	X-RAY DIFFRACTION
1D57	2.0	X-RAY DIFFRACTION
1D58	1.7	X-RAY DIFFRACTION
1D59	2.3	X-RAY DIFFRACTION
1D5Y	2.7	X-RAY DIFFRACTION
1D60	2.2	X-RAY DIFFRACTION
1D61	1.3	X-RAY DIFFRACTION
1D62	2.0	X-RAY DIFFRACTION
1D63	2.0	X-RAY DIFFRACTION
1D64	2.1	X-RAY DIFFRACTION
1D65	2.2	X-RAY DIFFRACTION
1D66	2.7	X-RAY DIFFRACTION
1D67	1.6	X-RAY DIFFRACTION
1D68	\N	SOLUTION NMR
1D69	\N	SOLUTION NMR
1D6D	\N	SOLUTION NMR
1D6K	\N	SOLUTION NMR
1D70	\N	SOLUTION NMR
1D75	2.8	X-RAY DIFFRACTION
1D76	1.3	X-RAY DIFFRACTION
1D77	2.4	X-RAY DIFFRACTION
1D78	1.4	X-RAY DIFFRACTION
1D79	1.45	X-RAY DIFFRACTION
1D7Z	2.21	X-RAY DIFFRACTION
1D80	2.2	X-RAY DIFFRACTION
1D81	2.5	X-RAY DIFFRACTION
1D82	2.5	X-RAY DIFFRACTION
1D83	\N	SOLUTION NMR
1D85	2.5	X-RAY DIFFRACTION
1D86	2.2	X-RAY DIFFRACTION
1D87	2.25	X-RAY DIFFRACTION
1D88	2.0	X-RAY DIFFRACTION
1D89	2.3	X-RAY DIFFRACTION
1D8G	0.74	X-RAY DIFFRACTION
1D8X	1.2	X-RAY DIFFRACTION
1D8Y	2.08	X-RAY DIFFRACTION
1D90	1.7	X-RAY DIFFRACTION
1D91	2.1	X-RAY DIFFRACTION
1D92	2.25	X-RAY DIFFRACTION
1D93	2.15	X-RAY DIFFRACTION
1D96	2.0	X-RAY DIFFRACTION
1D97	2.17	X-RAY DIFFRACTION
1D98	2.5	X-RAY DIFFRACTION
1D99	2.5	X-RAY DIFFRACTION
1D9D	2.18	X-RAY DIFFRACTION
1D9F	3.0	X-RAY DIFFRACTION
1D9H	1.6	X-RAY DIFFRACTION
1D9R	1.5	X-RAY DIFFRACTION
1DA0	1.5	X-RAY DIFFRACTION
1DA1	2.25	X-RAY DIFFRACTION
1DA2	1.7	X-RAY DIFFRACTION
1DA3	2.0	X-RAY DIFFRACTION
1DA4	\N	SOLUTION NMR
1DA5	\N	SOLUTION NMR
1DA9	1.7	X-RAY DIFFRACTION
1DAU	\N	SOLUTION NMR
1DB6	\N	SOLUTION NMR
1DC0	1.3	X-RAY DIFFRACTION
1DC1	1.7	X-RAY DIFFRACTION
1DCG	1.0	X-RAY DIFFRACTION
1DCR	1.6	X-RAY DIFFRACTION
1DCT	2.8	X-RAY DIFFRACTION
1DCV	2.5	X-RAY DIFFRACTION
1DCW	2.1	X-RAY DIFFRACTION
1DDL	2.7	X-RAY DIFFRACTION
1DDN	3.0	X-RAY DIFFRACTION
1DDP	\N	SOLUTION NMR
1DDY	3.0	X-RAY DIFFRACTION
1DE8	2.95	X-RAY DIFFRACTION
1DE9	3.0	X-RAY DIFFRACTION
1DEW	2.65	X-RAY DIFFRACTION
1DFM	1.5	X-RAY DIFFRACTION
1DFU	1.8	X-RAY DIFFRACTION
1DGC	3.0	X-RAY DIFFRACTION
1DGO	\N	SOLUTION NMR
1DH3	3.0	X-RAY DIFFRACTION
1DHH	\N	SOLUTION NMR
1DI2	1.9	X-RAY DIFFRACTION
1DIZ	2.5	X-RAY DIFFRACTION
1DJ6	1.0	X-RAY DIFFRACTION
1DJD	\N	SOLUTION NMR
1DK1	2.8	X-RAY DIFFRACTION
1DK6	\N	SOLUTION NMR
1DK9	\N	SOLUTION NMR
1DL4	\N	SOLUTION NMR
1DL8	1.55	X-RAY DIFFRACTION
1DMU	2.2	X-RAY DIFFRACTION
1DN4	1.6	X-RAY DIFFRACTION
1DN5	1.4	X-RAY DIFFRACTION
1DN6	3.0	X-RAY DIFFRACTION
1DN8	1.5	X-RAY DIFFRACTION
1DN9	2.2	X-RAY DIFFRACTION
1DNE	2.4	X-RAY DIFFRACTION
1DNF	1.5	X-RAY DIFFRACTION
1DNH	2.25	X-RAY DIFFRACTION
1DNK	2.3	X-RAY DIFFRACTION
1DNM	2.5	X-RAY DIFFRACTION
1DNO	1.4	X-RAY DIFFRACTION
1DNS	2.0	X-RAY DIFFRACTION
1DNT	1.7	X-RAY DIFFRACTION
1DNX	1.7	X-RAY DIFFRACTION
1DNZ	1.6	X-RAY DIFFRACTION
1DOU	1.82	X-RAY DIFFRACTION
1DP7	1.5	X-RAY DIFFRACTION
1DPL	0.83	X-RAY DIFFRACTION
1DPN	0.95	X-RAY DIFFRACTION
1DQF	2.2	X-RAY DIFFRACTION
1DQH	1.7	X-RAY DIFFRACTION
1DRG	2.55	X-RAY DIFFRACTION
1DRN	\N	SOLUTION NMR
1DRR	\N	SOLUTION NMR
1DRZ	2.3	X-RAY DIFFRACTION
1DSA	\N	SOLUTION NMR
1DSC	\N	SOLUTION NMR
1DSD	\N	SOLUTION NMR
1DSI	\N	SOLUTION NMR
1DSM	\N	SOLUTION NMR
1DSZ	1.7	X-RAY DIFFRACTION
1DU0	2.0	X-RAY DIFFRACTION
1DUF	\N	SOLUTION NMR
1DUH	2.7	X-RAY DIFFRACTION
1DUL	1.8	X-RAY DIFFRACTION
1DUQ	2.1	X-RAY DIFFRACTION
1DUX	2.1	X-RAY DIFFRACTION
1DV4	4.5	X-RAY DIFFRACTION
1DVL	2.4	X-RAY DIFFRACTION
1DXA	\N	SOLUTION NMR
1DXN	\N	SOLUTION NMR
1DZ5	\N	SOLUTION NMR
1E3M	2.2	X-RAY DIFFRACTION
1E3O	1.9	X-RAY DIFFRACTION
1E4P	\N	SOLUTION NMR
1E7K	2.9	X-RAY DIFFRACTION
1E8O	3.2	X-RAY DIFFRACTION
1E8S	4.0	X-RAY DIFFRACTION
1E95	\N	SOLUTION NMR
1EA4	2.95	X-RAY DIFFRACTION
1EBM	2.1	X-RAY DIFFRACTION
1EBQ	\N	SOLUTION NMR
1EBR	\N	SOLUTION NMR
1EBS	\N	SOLUTION NMR
1EC4	\N	SOLUTION NMR
1EC6	2.4	X-RAY DIFFRACTION
1ECR	2.7	X-RAY DIFFRACTION
1ECU	\N	SOLUTION NMR
1EDR	1.6	X-RAY DIFFRACTION
1EEG	\N	SOLUTION NMR
1EEK	\N	SOLUTION NMR
1EEL	2.4	X-RAY DIFFRACTION
1EFA	2.6	X-RAY DIFFRACTION
1EFO	2.3	X-RAY DIFFRACTION
1EFS	\N	SOLUTION NMR
1EFW	3.0	X-RAY DIFFRACTION
1EG0	11.5	ELECTRON MICROSCOPY
1EG6	2.0	X-RAY DIFFRACTION
1EGK	3.1	X-RAY DIFFRACTION
1EGW	1.5	X-RAY DIFFRACTION
1EHL	2.4	X-RAY DIFFRACTION
1EHT	\N	SOLUTION NMR
1EHV	1.8	X-RAY DIFFRACTION
1EHZ	1.93	X-RAY DIFFRACTION
1EI2	\N	SOLUTION NMR
1EI4	1.43	X-RAY DIFFRACTION
1EIY	3.3	X-RAY DIFFRACTION
1EJ9	2.6	X-RAY DIFFRACTION
1EJZ	\N	SOLUTION NMR
1EKA	\N	SOLUTION NMR
1EKD	\N	SOLUTION NMR
1EKH	\N	SOLUTION NMR
1EKI	\N	SOLUTION NMR
1EKW	\N	SOLUTION NMR
1EKZ	\N	SOLUTION NMR
1EL2	\N	SOLUTION NMR
1ELH	\N	SOLUTION NMR
1ELN	\N	SOLUTION NMR
1EM0	0.9	X-RAY DIFFRACTION
1EMH	1.8	X-RAY DIFFRACTION
1EMI	7.5	X-RAY DIFFRACTION
1EMJ	2.0	X-RAY DIFFRACTION
1EMQ	\N	SOLUTION NMR
1EN1	\N	SOLUTION NMR
1EN3	0.985	X-RAY DIFFRACTION
1EN8	0.985	X-RAY DIFFRACTION
1EN9	0.985	X-RAY DIFFRACTION
1ENE	0.985	X-RAY DIFFRACTION
1ENN	0.89	X-RAY DIFFRACTION
1EO3	2.0	X-RAY DIFFRACTION
1EO4	1.9	X-RAY DIFFRACTION
1EON	1.6	X-RAY DIFFRACTION
1EOO	2.16	X-RAY DIFFRACTION
1EOP	2.6	X-RAY DIFFRACTION
1EQQ	3.2	X-RAY DIFFRACTION
1EQZ	2.5	X-RAY DIFFRACTION
1ERI	2.5	X-RAY DIFFRACTION
1ESG	1.9	X-RAY DIFFRACTION
1ESH	\N	SOLUTION NMR
1ESS	\N	SOLUTION NMR
1ESY	\N	SOLUTION NMR
1ET4	2.3	X-RAY DIFFRACTION
1ETF	\N	SOLUTION NMR
1ETG	\N	SOLUTION NMR
1EU2	\N	SOLUTION NMR
1EU6	\N	SOLUTION NMR
1EUQ	3.1	X-RAY DIFFRACTION
1EUY	2.6	X-RAY DIFFRACTION
1EVM	\N	SOLUTION NMR
1EVN	\N	SOLUTION NMR
1EVO	\N	SOLUTION NMR
1EVP	1.8	X-RAY DIFFRACTION
1EVV	2.0	X-RAY DIFFRACTION
1EVW	3.1	X-RAY DIFFRACTION
1EW1	\N	SOLUTION NMR
1EWN	2.1	X-RAY DIFFRACTION
1EWQ	2.2	X-RAY DIFFRACTION
1EXD	2.7	X-RAY DIFFRACTION
1EXI	3.12	X-RAY DIFFRACTION
1EXJ	3.0	X-RAY DIFFRACTION
1EXL	\N	SOLUTION NMR
1EXY	\N	SOLUTION NMR
1EYG	2.8	X-RAY DIFFRACTION
1EYU	1.78	X-RAY DIFFRACTION
1EZN	\N	SOLUTION NMR
1F0O	2.5	X-RAY DIFFRACTION
1F0V	1.7	X-RAY DIFFRACTION
1F1T	2.8	X-RAY DIFFRACTION
1F27	1.3	X-RAY DIFFRACTION
1F2I	2.35	X-RAY DIFFRACTION
1F3S	\N	SOLUTION NMR
1F44	2.05	X-RAY DIFFRACTION
1F4K	2.5	X-RAY DIFFRACTION
1F4R	2.4	X-RAY DIFFRACTION
1F4S	\N	SOLUTION NMR
1F5E	\N	SOLUTION NMR
1F5G	\N	SOLUTION NMR
1F5H	\N	SOLUTION NMR
1F5T	3.0	X-RAY DIFFRACTION
1F5U	\N	SOLUTION NMR
1F66	2.6	X-RAY DIFFRACTION
1F69	2.6	X-RAY DIFFRACTION
1F6C	2.7	X-RAY DIFFRACTION
1F6E	2.0	X-RAY DIFFRACTION
1F6I	2.2	X-RAY DIFFRACTION
1F6J	2.25	X-RAY DIFFRACTION
1F6O	2.4	X-RAY DIFFRACTION
1F6U	\N	SOLUTION NMR
1F6X	\N	SOLUTION NMR
1F6Z	\N	SOLUTION NMR
1F78	\N	SOLUTION NMR
1F79	\N	SOLUTION NMR
1F7F	\N	SOLUTION NMR
1F7G	\N	SOLUTION NMR
1F7H	\N	SOLUTION NMR
1F7I	\N	SOLUTION NMR
1F7U	2.2	X-RAY DIFFRACTION
1F7V	2.9	X-RAY DIFFRACTION
1F7Y	2.8	X-RAY DIFFRACTION
1F84	\N	SOLUTION NMR
1F85	\N	SOLUTION NMR
1F8V	3.0	X-RAY DIFFRACTION
1F9L	\N	SOLUTION NMR
1FC8	\N	SOLUTION NMR
1FCW	17.0	ELECTRON MICROSCOPY
1FD5	1.1	X-RAY DIFFRACTION
1FDG	1.6	X-RAY DIFFRACTION
1FEQ	\N	SOLUTION NMR
1FEU	2.3	X-RAY DIFFRACTION
1FFK	2.4	X-RAY DIFFRACTION
1FFY	2.2	X-RAY DIFFRACTION
1FFZ	3.2	X-RAY DIFFRACTION
1FG0	3.0	X-RAY DIFFRACTION
1FHK	\N	SOLUTION NMR
1FHY	2.2	X-RAY DIFFRACTION
1FHZ	2.2	X-RAY DIFFRACTION
1FIR	3.3	X-RAY DIFFRACTION
1FIU	1.6	X-RAY DIFFRACTION
1FIX	2.3	X-RAY DIFFRACTION
1FJ5	\N	SOLUTION NMR
1FJA	\N	SOLUTION NMR
1FJB	\N	SOLUTION NMR
1FJE	\N	SOLUTION NMR
1FJG	3.0	X-RAY DIFFRACTION
1FJL	2.0	X-RAY DIFFRACTION
